614; -508; -767; -589; 3007; 16400
603; -484; -755; -519; 3009; 16405
590; -449; -737; -534; 2985; 16431
606; -470; -750; -596; 2930; 16410
598; -471; -751; -523; 2939; 16416
607; -490; -765; -541; 2962; 16401
612; -507; -772; -560; 2949; 16437
600; -476; -748; -506; 2988; 16388
597; -457; -736; -571; 2991; 16417
581; -458; -740; -554; 2961; 16418
584; -461; -740; -531; 3016; 16406
608; -496; -758; -545; 2970; 16416
625; -523; -782; -527; 2979; 16440
603; -500; -759; -507; 2981; 16414
602; -475; -749; -573; 2989; 16409
586; -487; -750; -504; 2992; 16404
569; -474; -737; -547; 2955; 16405
602; -486; -755; -556; 2982; 16446
599; -477; -747; -533; 2987; 16425
587; -470; -745; -541; 2999; 16433
598; -479; -749; -541; 2966; 16423
614; -507; -766; -526; 2941; 16409
600; -464; -752; -581; 3017; 16415
580; -466; -742; -576; 2985; 16398
611; -520; -771; -550; 3009; 16401
597; -495; -756; -544; 2989; 16422
597; -485; -767; -549; 3013; 16422
616; -539; -777; -520; 3027; 16401
588; -474; -744; -518; 2971; 16405
591; -470; -743; -533; 2977; 16402
598; -482; -756; -541; 2997; 16393
583; -452; -743; -519; 2995; 16449
598; -473; -755; -533; 3024; 16407
614; -517; -771; -530; 2989; 16403
589; -450; -733; -520; 2948; 16399
600; -497; -753; -518; 2983; 16397
591; -467; -744; -491; 2967; 16401
583; -457; -742; -566; 2992; 16396
597; -484; -755; -503; 2944; 16404
607; -495; -763; -500; 2965; 16440
602; -483; -748; -560; 2988; 16405
618; -519; -775; -544; 3022; 16418
602; -519; -767; -558; 3005; 16393
606; -515; -760; -532; 2963; 16410
601; -473; -748; -537; 2967; 16413
588; -444; -744; -546; 2976; 16377
598; -496; -758; -524; 2984; 16450
611; -504; -764; -538; 2991; 16439
595; -479; -749; -545; 2986; 16412
598; -471; -755; -548; 2973; 16415
594; -480; -752; -544; 3002; 16415
600; -480; -749; -554; 2997; 16414
589; -484; -756; -538; 2984; 16411
591; -482; -753; -535; 2989; 16418
600; -484; -753; -533; 2992; 16408
598; -479; -753; -537; 2987; 16416
598; -471; -758; -522; 2992; 16410
596; -481; -759; -541; 2982; 16411
601; -475; -750; -529; 2988; 16410
598; -465; -749; -532; 2989; 16415
594; -474; -746; -532; 2985; 16412
589; -479; -752; -545; 2974; 16424
587; -490; -753; -537; 2982; 16410
594; -477; -759; -552; 2978; 16413
589; -476; -753; -546; 2982; 16417
591; -479; -751; -533; 2983; 16409
590; -482; -748; -553; 2980; 16432
596; -477; -744; -534; 2982; 16434
598; -485; -753; -550; 2971; 16420
597; -472; -756; -550; 2979; 16420
596; -483; -742; -550; 2985; 16413
591; -481; -739; -537; 2977; 16413
597; -478; -751; -542; 2988; 16412
595; -487; -752; -529; 2972; 16415
610; -476; -753; -556; 2989; 16425
598; -473; -753; -538; 2980; 16422
596; -472; -756; -538; 2990; 16411
588; -469; -752; -542; 2983; 16424
593; -485; -751; -541; 2993; 16431
595; -481; -751; -533; 2992; 16411
593; -474; -751; -521; 2999; 16441
598; -485; -748; -546; 2992; 16424
593; -489; -750; -544; 2987; 16430
596; -484; -745; -528; 2987; 16446
591; -480; -750; -537; 2984; 16419
588; -473; -750; -547; 2982; 16417
598; -469; -746; -531; 2976; 16422
603; -474; -751; -528; 2982; 16419
600; -478; -747; -546; 2984; 16438
590; -484; -752; -548; 2990; 16424
591; -483; -758; -539; 2982; 16424
590; -476; -750; -544; 2989; 16426
597; -480; -756; -534; 2983; 16422
590; -490; -757; -550; 2993; 16412
606; -471; -755; -541; 2990; 16409
588; -471; -751; -557; 2985; 16427
599; -473; -752; -533; 2983; 16408
595; -478; -758; -529; 2983; 16406
601; -484; -753; -542; 2986; 16422
599; -470; -760; -557; 2992; 16421
597; -477; -752; -529; 2994; 16424
597; -481; -751; -554; 2980; 16418
597; -481; -755; -547; 2976; 16427
594; -480; -746; -540; 2990; 16432
591; -469; -748; -544; 2979; 16448
596; -485; -756; -556; 2982; 16429
594; -480; -751; -548; 2989; 16435
594; -478; -754; -548; 2978; 16435
594; -481; -741; -545; 2987; 16420
583; -471; -753; -543; 2990; 16421
590; -467; -756; -531; 2998; 16416
587; -472; -749; -527; 2986; 16440
591; -473; -758; -544; 2977; 16417
600; -472; -753; -537; 2987; 16421
590; -484; -750; -539; 2992; 16446
586; -483; -747; -537; 2970; 16446
590; -472; -747; -544; 2975; 16429
593; -466; -751; -539; 2974; 16434
594; -471; -760; -547; 2994; 16425
591; -473; -761; -552; 2981; 16421
602; -469; -749; -542; 2977; 16420
613; -475; -758; -528; 2993; 16432
595; -475; -751; -536; 2988; 16431
584; -477; -756; -549; 2985; 16429
591; -478; -754; -532; 2982; 16414
591; -478; -748; -553; 2990; 16428
588; -477; -755; -543; 2982; 16438
593; -479; -754; -554; 2983; 16439
586; -476; -749; -549; 2998; 16439
592; -469; -751; -533; 2997; 16432
586; -471; -749; -541; 2971; 16436
597; -483; -752; -530; 2983; 16440
590; -475; -746; -547; 2991; 16427
590; -471; -755; -536; 2987; 16437
602; -485; -750; -533; 2990; 16435
598; -483; -753; -540; 2984; 16419
585; -477; -755; -552; 2978; 16421
591; -475; -747; -521; 3002; 16443
590; -477; -747; -551; 2971; 16416
592; -483; -752; -534; 2981; 16434
600; -474; -751; -531; 2976; 16434
598; -472; -751; -513; 2993; 16442
594; -475; -753; -528; 2975; 16439
592; -479; -751; -542; 2996; 16435
594; -476; -752; -552; 2969; 16423
593; -474; -751; -535; 2987; 16430
592; -479; -752; -555; 2988; 16419
594; -472; -755; -551; 2990; 16437
592; -475; -752; -555; 2985; 16434
586; -474; -749; -541; 2984; 16411
601; -479; -751; -536; 2978; 16422
596; -480; -743; -530; 2985; 16442
595; -480; -745; -533; 2992; 16429
591; -482; -751; -541; 2985; 16428
588; -469; -738; -535; 2977; 16425
591; -474; -751; -568; 3007; 16424
596; -482; -765; -528; 3006; 16411
593; -484; -767; -538; 2979; 16450
592; -461; -747; -552; 2951; 16413
605; -476; -747; -537; 2974; 16479
611; -497; -767; -541; 3015; 16446
594; -493; -753; -557; 2979; 16461
609; -502; -769; -556; 2941; 16422
617; -486; -751; -533; 2984; 16399
601; -463; -743; -514; 2990; 16481
604; -492; -757; -569; 2984; 16460
594; -488; -751; -506; 2996; 16458
587; -479; -761; -553; 3001; 16436
603; -483; -762; -515; 2986; 16407
571; -422; -737; -512; 2981; 16408
590; -443; -741; -545; 2967; 16471
597; -480; -747; -546; 2981; 16411
602; -499; -757; -515; 2991; 16427
589; -478; -751; -510; 3001; 16435
590; -465; -749; -549; 2983; 16436
578; -458; -732; -531; 2983; 16414
601; -486; -754; -529; 2996; 16454
593; -469; -743; -536; 2992; 16431
599; -471; -752; -527; 2990; 16455
599; -471; -749; -546; 3013; 16426
600; -490; -755; -562; 2999; 16411
596; -469; -748; -531; 2986; 16403
585; -473; -752; -596; 2967; 16453
590; -462; -748; -522; 2999; 16408
586; -450; -738; -533; 2963; 16416
598; -487; -759; -560; 2974; 16470
600; -498; -761; -554; 2967; 16432
608; -505; -760; -562; 2991; 16421
594; -492; -747; -580; 2990; 16424
590; -477; -750; -568; 3005; 16424
570; -431; -730; -543; 2982; 16443
578; -434; -736; -540; 2966; 16423
583; -452; -747; -540; 2980; 16432
584; -459; -730; -557; 2977; 16440
591; -449; -734; -542; 3028; 16441
598; -457; -734; -495; 2956; 16412
596; -483; -751; -504; 2990; 16382
580; -469; -748; -517; 2983; 16467
581; -450; -745; -573; 2980; 16426
596; -487; -761; -565; 2994; 16410
598; -486; -764; -509; 2984; 16462
592; -467; -754; -531; 2963; 16419
592; -508; -758; -507; 3035; 16409
588; -494; -761; -561; 3020; 16457
569; -436; -731; -547; 3028; 16470
612; -500; -757; -535; 3000; 16445
600; -478; -751; -533; 2958; 16406
596; -459; -745; -564; 2975; 16381
602; -492; -758; -550; 2986; 16462
589; -456; -736; -538; 3022; 16467
576; -440; -730; -546; 2954; 16446
562; -375; -712; -544; 2958; 16467
579; -451; -740; -514; 2972; 16451
595; -491; -764; -496; 2959; 16475
589; -464; -743; -544; 3007; 16494
598; -480; -747; -520; 2975; 16425
612; -516; -763; -516; 2929; 16409
599; -475; -753; -513; 2961; 16407
596; -483; -769; -561; 2981; 16400
598; -497; -760; -585; 3004; 16398
589; -477; -757; -507; 2962; 16395
583; -443; -742; -546; 2937; 16405
594; -479; -758; -552; 3005; 16472
596; -509; -762; -526; 3010; 16458
581; -462; -742; -526; 2983; 16447
571; -442; -732; -513; 2955; 16440
586; -479; -741; -496; 2976; 16490
603; -488; -752; -566; 2970; 16403
599; -513; -770; -525; 2982; 16453
598; -492; -754; -541; 2983; 16440
595; -466; -755; -540; 2990; 16420
596; -479; -756; -530; 2991; 16438
584; -483; -754; -531; 2976; 16432
586; -479; -755; -529; 2983; 16424
583; -477; -755; -537; 2985; 16431
596; -481; -752; -546; 3000; 16424
591; -468; -746; -544; 2988; 16441
602; -476; -747; -535; 2989; 16432
595; -470; -749; -554; 2993; 16441
594; -475; -748; -533; 2980; 16437
599; -478; -756; -544; 2974; 16432
588; -482; -751; -543; 2984; 16429
587; -480; -753; -542; 2987; 16437
592; -476; -752; -555; 2996; 16431
597; -474; -740; -548; 2983; 16453
601; -477; -741; -529; 2989; 16450
599; -487; -752; -536; 2973; 16453
589; -478; -751; -537; 3000; 16430
596; -474; -742; -540; 2983; 16434
589; -480; -750; -534; 2995; 16432
594; -471; -752; -548; 2999; 16432
598; -466; -756; -535; 2975; 16431
591; -464; -753; -532; 2983; 16430
598; -478; -754; -547; 2995; 16436
594; -471; -762; -536; 2983; 16441
595; -472; -746; -546; 2984; 16451
590; -480; -748; -548; 2989; 16431
589; -471; -749; -553; 2982; 16423
592; -476; -745; -543; 2995; 16420
587; -479; -746; -561; 2998; 16421
592; -468; -751; -537; 2990; 16424
589; -477; -756; -554; 2988; 16434
590; -472; -746; -541; 2993; 16424
589; -478; -754; -546; 2974; 16436
605; -476; -744; -541; 2978; 16416
598; -476; -754; -534; 2982; 16433
599; -482; -747; -532; 2997; 16435
587; -476; -746; -547; 2982; 16445
585; -475; -754; -546; 2990; 16455
592; -481; -756; -533; 2982; 16432
595; -480; -750; -544; 2986; 16437
594; -486; -752; -533; 2983; 16446
594; -468; -753; -549; 2983; 16455
601; -472; -756; -544; 2993; 16445
599; -475; -759; -542; 2997; 16442
596; -479; -753; -529; 2975; 16428
585; -482; -750; -544; 2989; 16430
593; -472; -749; -543; 2982; 16458
596; -479; -747; -556; 2974; 16430
598; -477; -751; -540; 2985; 16441
602; -484; -758; -538; 2980; 16439
608; -484; -756; -533; 2981; 16443
601; -476; -755; -537; 2987; 16446
599; -474; -752; -539; 2979; 16433
587; -484; -759; -534; 2969; 16441
591; -480; -751; -530; 2973; 16432
592; -479; -754; -533; 2990; 16420
593; -469; -759; -551; 2977; 16435
588; -477; -756; -538; 2982; 16439
593; -483; -749; -553; 3003; 16441
599; -479; -743; -529; 2980; 16424
594; -484; -747; -540; 2990; 16435
589; -472; -751; -544; 2995; 16435
593; -475; -752; -548; 2983; 16443
585; -468; -749; -550; 2987; 16439
593; -465; -749; -540; 2994; 16417
596; -474; -752; -546; 2992; 16428
595; -485; -753; -538; 2994; 16417
599; -485; -746; -541; 2980; 16431
592; -474; -753; -540; 2992; 16442
598; -472; -743; -539; 2985; 16440
589; -473; -755; -538; 2998; 16431
593; -473; -751; -536; 2988; 16445
601; -482; -749; -536; 2978; 16453
590; -482; -761; -554; 2973; 16457
587; -485; -757; -552; 2986; 16442
591; -474; -749; -550; 2998; 16452
590; -477; -742; -530; 2996; 16439
588; -473; -744; -540; 2990; 16422
598; -474; -747; -527; 2990; 16415
592; -473; -753; -530; 2994; 16446
590; -478; -750; -541; 2988; 16442
595; -476; -754; -533; 2984; 16440
604; -470; -739; -556; 2978; 16455
594; -475; -747; -534; 2970; 16444
591; -472; -746; -533; 2983; 16448
598; -478; -752; -530; 2984; 16431
603; -473; -754; -550; 3000; 16449
597; -472; -744; -538; 2983; 16445
591; -476; -754; -536; 2988; 16430
591; -476; -749; -533; 2979; 16435
590; -481; -750; -549; 2997; 16427
587; -470; -752; -543; 2995; 16444
592; -476; -754; -533; 2975; 16431
585; -476; -748; -537; 3008; 16438
587; -471; -741; -541; 3000; 16433
589; -467; -750; -543; 2990; 16438
593; -478; -759; -543; 2990; 16456
588; -473; -756; -534; 2986; 16442
597; -476; -750; -528; 2996; 16432
596; -481; -743; -536; 2982; 16440
586; -479; -751; -533; 2989; 16433
593; -482; -745; -551; 2973; 16449
584; -476; -752; -535; 2992; 16425
594; -473; -751; -551; 2976; 16449
588; -487; -760; -535; 2992; 16430
596; -477; -756; -545; 2990; 16432
598; -476; -758; -541; 3003; 16437
595; -467; -756; -535; 2985; 16467
591; -459; -743; -548; 3002; 16442
596; -491; -753; -523; 2992; 16483
589; -469; -740; -522; 2962; 16427
580; -448; -743; -544; 3005; 16427
597; -484; -762; -547; 3013; 16419
596; -473; -755; -537; 2987; 16415
584; -462; -753; -551; 2960; 16448
591; -478; -749; -541; 2986; 16437
583; -463; -737; -526; 2996; 16406
605; -498; -752; -577; 2995; 16459
600; -479; -753; -541; 2966; 16460
585; -469; -743; -561; 2972; 16449
590; -461; -745; -559; 2950; 16463
574; -461; -736; -531; 2993; 16442
588; -457; -740; -586; 2977; 16432
597; -472; -743; -594; 2974; 16512
618; -501; -766; -560; 2971; 16439
593; -481; -757; -537; 2958; 16441
579; -448; -739; -551; 2999; 16403
582; -468; -750; -525; 3027; 16402
579; -459; -744; -511; 2958; 16438
585; -462; -742; -552; 3017; 16404
600; -488; -757; -560; 3028; 16460
569; -435; -730; -573; 3027; 16491
586; -458; -743; -526; 3015; 16499
589; -470; -751; -511; 2953; 16398
593; -473; -752; -531; 2993; 16399
571; -440; -732; -564; 2983; 16449
586; -456; -740; -514; 3017; 16452
601; -457; -742; -558; 2955; 16426
582; -455; -731; -508; 3014; 16468
594; -485; -755; -480; 2974; 16451
606; -508; -763; -545; 2980; 16421
594; -480; -747; -539; 2959; 16476
589; -451; -737; -537; 2992; 16409
598; -465; -746; -518; 3024; 16450
593; -466; -738; -530; 3048; 16443
618; -532; -779; -561; 3034; 16431
588; -465; -750; -555; 3013; 16406
588; -462; -743; -544; 3035; 16471
602; -508; -770; -582; 3013; 16384
603; -501; -762; -474; 2960; 16425
607; -497; -758; -527; 2961; 16493
590; -493; -763; -521; 2993; 16495
583; -441; -735; -522; 3032; 16493
607; -510; -767; -549; 2977; 16508
585; -471; -754; -524; 2980; 16460
584; -481; -758; -571; 2955; 16429
617; -521; -774; -541; 2997; 16438
597; -500; -766; -482; 2984; 16437
595; -476; -749; -548; 2990; 16438
600; -476; -737; -513; 2972; 16450
599; -486; -756; -540; 2999; 16491
580; -471; -750; -550; 2996; 16429
584; -480; -749; -496; 2992; 16450
587; -461; -736; -574; 2998; 16466
592; -491; -753; -483; 3027; 16411
603; -496; -762; -547; 2979; 16497
585; -429; -729; -552; 3024; 16431
584; -446; -739; -509; 2985; 16461
564; -401; -725; -507; 2938; 16426
591; -458; -751; -570; 2987; 16485
602; -476; -752; -528; 2997; 16407
613; -525; -776; -549; 2953; 16457
608; -520; -775; -529; 3026; 16452
623; -556; -783; -491; 2991; 16487
579; -456; -734; -541; 3028; 16473
599; -482; -760; -559; 3029; 16458
601; -504; -765; -535; 2995; 16473
593; -491; -754; -536; 2986; 16434
599; -479; -751; -552; 3008; 16420
611; -499; -766; -509; 3010; 16480
584; -467; -745; -531; 3001; 16414
583; -443; -729; -500; 2991; 16409
594; -466; -742; -501; 2987; 16497
588; -478; -743; -556; 3000; 16496
585; -460; -746; -565; 3022; 16416
596; -477; -753; -504; 2958; 16397
587; -463; -744; -527; 2974; 16407
596; -491; -757; -539; 2998; 16439
595; -485; -750; -507; 3007; 16452
593; -483; -752; -547; 2970; 16427
594; -478; -749; -535; 2987; 16442
595; -472; -750; -529; 2992; 16449
596; -483; -745; -547; 2975; 16440
591; -478; -747; -546; 2977; 16440
594; -465; -751; -536; 2978; 16438
597; -468; -755; -549; 2981; 16446
595; -476; -748; -550; 2980; 16428
593; -474; -750; -529; 2983; 16440
593; -469; -747; -537; 2995; 16443
591; -477; -757; -537; 2990; 16420
600; -466; -756; -550; 2982; 16440
601; -479; -748; -538; 2990; 16433
600; -476; -744; -538; 2997; 16440
591; -472; -748; -550; 2981; 16448
589; -474; -752; -531; 2991; 16452
587; -481; -756; -531; 2984; 16434
590; -480; -757; -540; 3000; 16429
586; -480; -755; -541; 2994; 16442
590; -481; -749; -552; 2983; 16443
590; -481; -751; -526; 2990; 16449
585; -478; -752; -542; 2993; 16451
586; -476; -757; -535; 2985; 16443
593; -479; -748; -546; 2977; 16463
604; -491; -749; -524; 2989; 16444
596; -476; -750; -535; 2995; 16428
593; -477; -745; -535; 2983; 16436
592; -471; -752; -537; 2979; 16443
588; -476; -747; -542; 2994; 16446
595; -476; -752; -538; 3001; 16431
602; -482; -748; -549; 2991; 16452
594; -478; -743; -541; 3000; 16445
596; -479; -756; -559; 2986; 16429
591; -474; -743; -525; 2976; 16443
595; -477; -755; -539; 2990; 16449
591; -466; -749; -531; 2982; 16448
588; -464; -759; -535; 2997; 16437
601; -475; -749; -557; 2995; 16427
599; -485; -745; -545; 2991; 16431
591; -483; -740; -541; 2988; 16438
590; -485; -746; -521; 2989; 16442
588; -476; -749; -539; 2992; 16444
589; -480; -751; -519; 2986; 16447
594; -475; -749; -539; 2980; 16452
597; -477; -751; -541; 2987; 16456
591; -480; -759; -542; 3005; 16446
599; -474; -756; -537; 2991; 16444
591; -469; -756; -530; 2979; 16432
598; -484; -744; -521; 2988; 16425
609; -483; -751; -555; 2986; 16452
601; -465; -748; -530; 2976; 16461
595; -469; -749; -544; 2984; 16447
590; -476; -761; -536; 2985; 16442
585; -478; -759; -532; 2976; 16434
596; -473; -748; -534; 2997; 16432
594; -476; -755; -536; 2980; 16438
598; -476; -745; -533; 2993; 16446
601; -472; -743; -546; 2979; 16451
606; -482; -748; -543; 2991; 16451
597; -484; -746; -537; 2981; 16465
594; -477; -753; -539; 2992; 16433
600; -480; -754; -541; 2981; 16455
593; -477; -754; -539; 2997; 16451
593; -482; -755; -538; 2988; 16452
598; -486; -754; -539; 2984; 16442
595; -483; -751; -537; 2985; 16436
591; -474; -752; -535; 3001; 16446
595; -480; -752; -523; 2985; 16456
594; -481; -752; -542; 2980; 16452
596; -483; -753; -535; 2983; 16433
601; -464; -761; -549; 2986; 16448
603; -469; -748; -534; 2989; 16442
593; -475; -749; -535; 2973; 16443
591; -479; -751; -543; 2975; 16444
594; -465; -754; -530; 3004; 16434
590; -475; -758; -524; 2984; 16428
589; -474; -747; -534; 2995; 16429
591; -475; -752; -552; 2968; 16452
591; -463; -750; -533; 2992; 16429
588; -474; -745; -546; 2976; 16449
590; -473; -750; -534; 2980; 16433
590; -476; -748; -539; 2992; 16441
594; -477; -747; -538; 2991; 16433
592; -476; -754; -534; 2990; 16443
588; -466; -756; -535; 2997; 16433
587; -478; -743; -545; 2983; 16445
593; -476; -747; -528; 2986; 16427
594; -475; -754; -538; 2986; 16449
587; -472; -749; -546; 2986; 16421
590; -474; -744; -546; 2979; 16454
595; -480; -748; -541; 2999; 16423
597; -481; -755; -537; 2985; 16438
599; -483; -759; -550; 2975; 16445
586; -479; -746; -546; 2994; 16439
594; -478; -747; -536; 2986; 16438
591; -464; -747; -536; 2992; 16436
595; -472; -750; -535; 2995; 16435
591; -480; -740; -537; 2983; 16448
598; -475; -742; -540; 3001; 16442
592; -476; -752; -531; 2994; 16432
598; -477; -751; -525; 2998; 16439
600; -470; -746; -546; 2989; 16451
589; -462; -744; -527; 2984; 16454
590; -481; -752; -527; 2980; 16433
594; -482; -752; -538; 2985; 16447
596; -462; -748; -548; 2979; 16446
582; -471; -754; -541; 3007; 16419
592; -474; -742; -558; 2987; 16458
597; -475; -744; -528; 2983; 16430
601; -476; -745; -539; 2985; 16445
601; -480; -755; -503; 2966; 16439
606; -487; -758; -533; 2990; 16431
603; -481; -756; -565; 2948; 16419
592; -449; -752; -542; 3009; 16438
569; -444; -740; -541; 2979; 16406
582; -456; -734; -514; 2962; 16446
585; -432; -735; -548; 2949; 16423
588; -442; -735; -542; 3006; 16439
586; -484; -753; -535; 2992; 16423
598; -486; -751; -564; 2951; 16447
575; -434; -734; -545; 3017; 16468
566; -431; -734; -555; 2966; 16475
573; -441; -730; -537; 2977; 16393
579; -427; -719; -519; 2998; 16432
573; -465; -752; -505; 3051; 16409
595; -484; -756; -522; 3038; 16407
599; -486; -756; -541; 2977; 16436
585; -465; -753; -572; 2985; 16451
593; -453; -738; -568; 3021; 16429
609; -509; -759; -505; 2993; 16445
596; -490; -753; -560; 2986; 16430
598; -486; -750; -537; 2993; 16454
590; -453; -738; -543; 2975; 16433
585; -465; -744; -539; 2976; 16476
586; -473; -740; -542; 2968; 16450
585; -462; -739; -555; 3003; 16476
594; -460; -747; -531; 2981; 16420
593; -471; -759; -511; 2985; 16456
589; -468; -744; -493; 3040; 16468
588; -476; -735; -520; 2967; 16403
595; -491; -753; -516; 2981; 16418
622; -532; -775; -531; 3035; 16429
605; -498; -767; -541; 2978; 16419
593; -491; -749; -561; 3013; 16424
595; -505; -764; -558; 3003; 16410
587; -475; -745; -525; 2985; 16471
590; -490; -752; -538; 2983; 16457
615; -508; -766; -551; 2974; 16437
597; -463; -739; -529; 2986; 16414
592; -465; -754; -539; 2982; 16442
585; -443; -733; -574; 2982; 16433
572; -402; -719; -543; 3010; 16405
564; -410; -722; -574; 3009; 16455
600; -497; -748; -552; 2982; 16406
594; -500; -755; -548; 2949; 16390
585; -470; -746; -518; 2975; 16463
597; -505; -756; -516; 2995; 16496
597; -493; -757; -543; 2987; 16424
600; -510; -764; -535; 3020; 16492
585; -488; -748; -533; 2977; 16438
594; -509; -773; -549; 2988; 16518
600; -517; -777; -539; 3040; 16486
595; -492; -754; -522; 2993; 16458
584; -439; -726; -551; 3003; 16490
580; -443; -732; -533; 3005; 16469
601; -493; -754; -558; 2993; 16505
606; -509; -763; -539; 2980; 16465
640; -583; -807; -555; 2998; 16457
579; -448; -738; -531; 2988; 16481
578; -465; -737; -527; 2974; 16493
581; -451; -733; -551; 2989; 16477
601; -520; -771; -527; 2942; 16438
574; -431; -716; -504; 2972; 16420
572; -439; -732; -550; 3023; 16462
578; -463; -745; -505; 2996; 16466
592; -511; -759; -526; 2978; 16413
604; -524; -760; -496; 2980; 16500
600; -508; -764; -595; 2987; 16444
601; -484; -751; -553; 2994; 16470
605; -502; -758; -532; 2979; 16453
598; -475; -754; -532; 3004; 16514
592; -464; -748; -572; 3021; 16456
577; -435; -733; -505; 3000; 16451
585; -459; -745; -481; 2966; 16449
597; -476; -757; -523; 2994; 16493
604; -480; -756; -565; 2986; 16377
601; -491; -760; -548; 2988; 16404
587; -464; -742; -580; 3003; 16407
611; -493; -752; -545; 3020; 16467
601; -471; -755; -522; 2955; 16419
571; -407; -721; -567; 2986; 16474
591; -454; -740; -519; 2997; 16480
577; -467; -738; -555; 2989; 16469
604; -506; -757; -535; 3011; 16453
583; -468; -747; -577; 2963; 16420
595; -509; -767; -495; 2961; 16403
611; -524; -784; -521; 2973; 16475
592; -463; -753; -501; 2989; 16503
588; -452; -743; -524; 2993; 16441
593; -474; -749; -529; 2982; 16443
596; -481; -739; -552; 2996; 16453
599; -473; -747; -535; 2992; 16454
585; -480; -749; -537; 2983; 16442
589; -463; -744; -542; 2972; 16445
591; -476; -752; -540; 2986; 16443
598; -477; -752; -541; 2986; 16432
592; -477; -753; -532; 2989; 16444
597; -473; -752; -542; 3000; 16458
594; -475; -750; -531; 2986; 16429
588; -472; -746; -547; 2973; 16432
592; -469; -748; -540; 2983; 16453
